Uid,Pid,Time
305,3932,2012-04-12 14:05
525,444,2012-04-12 14:06
58,883,2012-04-12 14:07
239,4382,2012-04-12 14:09
362,1122,2012-04-12 14:10
421,808,2012-04-12 14:13
339,2528,2012-04-12 14:13
459,188,2012-04-12 14:15
429,3358,2012-04-12 14:15
89,2226,2012-04-12 14:16
20,1836,2012-04-12 14:17
20,836,2012-04-12 14:17
814,942,2012-04-12 14:20
814,424,2012-04-12 14:21
263,4390,2012-04-12 14:21
153,1408,2012-04-12 14:21
433,4581,2012-04-12 14:22
722,1392,2012-04-12 14:26
166,2610,2012-04-12 14:27
501,721,2012-04-12 14:28
759,3144,2012-04-12 14:28
233,2874,2012-04-12 14:29
869,3082,2012-04-12 14:30
564,371,2012-04-12 14:34
879,1903,2012-04-12 14:34
886,270,2012-04-12 14:35
879,2851,2012-04-12 14:35
201,1893,2012-04-12 14:38
910,3421,2012-04-12 14:40
621,784,2012-04-12 14:40
674,2437,2012-04-12 14:40
674,1929,2012-04-12 14:40
556,2435,2012-04-12 14:41
20,2706,2012-04-12 14:41
674,2073,2012-04-12 14:41
1071,734,2012-04-12 14:43
673,3023,2012-04-12 14:43
754,17,2012-04-12 14:44
200,3718,2012-04-12 14:45
140,4144,2012-04-12 14:45
628,3917,2012-04-12 14:45
710,1888,2012-04-12 14:46
910,866,2012-04-12 14:47
63,3342,2012-04-12 14:47
1066,3328,2012-04-12 14:48
356,4775,2012-04-12 14:48
356,4725,2012-04-12 14:48
181,4489,2012-04-12 14:50
620,5058,2012-04-12 14:50
39,3781,2012-04-12 14:51
783,3716,2012-04-12 14:51
671,1835,2012-04-12 14:52
178,3562,2012-04-12 14:52
976,1168,2012-04-12 14:53
453,1188,2012-04-12 14:56
331,2974,2012-04-12 15:00
745,279,2012-04-12 15:02
413,1280,2012-04-12 15:03
331,3216,2012-04-12 15:04
495,2375,2012-04-12 15:05
331,2974,2012-04-12 15:08
293,608,2012-04-12 15:09
40,3077,2012-04-12 15:13
87,620,2012-04-12 15:13
852,2022,2012-04-12 15:14
202,2224,2012-04-12 15:19
674,3114,2012-04-12 15:20
674,1216,2012-04-12 15:20
1013,3492,2012-04-12 15:21
486,2944,2012-04-12 15:21
461,3405,2012-04-12 15:22
370,4418,2012-04-12 15:23
381,1023,2012-04-12 15:23
482,2841,2012-04-12 15:24
1054,2237,2012-04-12 15:25
72,4512,2012-04-12 15:29
560,1197,2012-04-12 15:29
155,2610,2012-04-12 15:30
560,1799,2012-04-12 15:30
424,4496,2012-04-12 15:31
202,601,2012-04-12 15:32
600,1088,2012-04-12 15:33
846,2102,2012-04-12 15:33
34,391,2012-04-12 15:33
186,1642,2012-04-12 15:34
155,2724,2012-04-12 15:35
641,2439,2012-04-12 15:38
116,1865,2012-04-12 15:38
852,1433,2012-04-12 15:38
860,2168,2012-04-12 15:39
783,2467,2012-04-12 15:40
959,4066,2012-04-12 15:42
959,14,2012-04-12 15:42
167,721,2012-04-12 15:43
860,3025,2012-04-12 15:43
774,3192,2012-04-12 15:44
947,3955,2012-04-12 15:44
966,1133,2012-04-12 15:46
883,1397,2012-04-12 15:47
619,402,2012-04-12 15:47
619,29,2012-04-12 15:48
631,15,2012-04-12 15:50
913,3586,2012-04-12 15:50
230,1125,2012-04-12 15:51
1013,4232,2012-04-12 15:51
939,1848,2012-04-12 15:51
1008,1623,2012-04-12 15:52
1013,4395,2012-04-12 15:53
593,3207,2012-04-12 15:53
150,2681,2012-04-12 15:54
1013,3020,2012-04-12 15:55
459,5054,2012-04-12 15:55
90,4176,2012-04-12 15:55
1013,1158,2012-04-12 15:56
504,1186,2012-04-12 15:57
504,3438,2012-04-12 15:57
20,785,2012-04-12 16:02
987,3088,2012-04-12 16:03
774,303,2012-04-12 16:03
774,3609,2012-04-12 16:04
361,4439,2012-04-12 16:04
204,3207,2012-04-12 16:08
20,1985,2012-04-12 16:08
895,3740,2012-04-12 16:09
459,1007,2012-04-12 16:09
295,2667,2012-04-12 16:12
788,2462,2012-04-12 16:12
358,517,2012-04-12 16:13
473,2225,2012-04-12 16:16
424,1082,2012-04-12 16:16
450,3503,2012-04-12 16:18
295,4227,2012-04-12 16:18
859,3214,2012-04-12 16:18
295,531,2012-04-12 16:19
75,704,2012-04-12 16:19
295,733,2012-04-12 16:20
11,2744,2012-04-12 16:20
295,83,2012-04-12 16:21
240,1698,2012-04-12 16:21
887,1199,2012-04-12 16:21
759,3157,2012-04-12 16:22
313,1106,2012-04-12 16:24
676,134,2012-04-12 16:25
313,770,2012-04-12 16:26
313,1207,2012-04-12 16:27
384,539,2012-04-12 16:27
313,1137,2012-04-12 16:27
831,88,2012-04-12 16:28
674,2230,2012-04-12 16:29
859,2936,2012-04-12 16:30
313,1107,2012-04-12 16:30
991,2794,2012-04-12 16:31
331,2974,2012-04-12 16:32
828,2974,2012-04-12 16:33
90,4176,2012-04-12 16:34
591,1997,2012-04-12 16:36
465,2817,2012-04-12 16:38
190,2341,2012-04-12 16:40
326,5110,2012-04-12 16:40
118,1309,2012-04-12 16:42
712,1176,2012-04-12 16:44
712,2185,2012-04-12 16:44
25,692,2012-04-12 16:44
153,1408,2012-04-12 16:45
208,2710,2012-04-12 16:46
305,676,2012-04-12 16:46
459,2691,2012-04-12 16:46
886,4790,2012-04-12 16:46
812,4994,2012-04-12 16:47
748,2316,2012-04-12 16:48
912,2235,2012-04-12 16:49
973,2069,2012-04-12 16:49
879,5034,2012-04-12 16:49
211,2173,2012-04-12 16:51
341,4087,2012-04-12 16:52
331,1959,2012-04-12 16:52
83,2261,2012-04-12 16:52
15,3024,2012-04-12 16:55
424,3303,2012-04-12 16:57
889,4845,2012-04-12 16:57
1007,1618,2012-04-12 16:58
78,2556,2012-04-12 17:00
25,2679,2012-04-12 17:01
859,385,2012-04-12 17:02
504,2261,2012-04-12 17:02
504,301,2012-04-12 17:02
326,1700,2012-04-12 17:05
653,3745,2012-04-12 17:06
525,1966,2012-04-12 17:06
653,1767,2012-04-12 17:06
399,86,2012-04-12 17:10
1005,1629,2012-04-12 17:10
413,3196,2012-04-12 17:11
138,4224,2012-04-12 17:11
50,1171,2012-04-12 17:11
302,3275,2012-04-12 17:11
533,1241,2012-04-12 17:13
464,2787,2012-04-12 17:14
464,2677,2012-04-12 17:14
399,2879,2012-04-12 17:15
746,3906,2012-04-12 17:16
77,672,2012-04-12 17:16
202,2489,2012-04-12 17:19
599,1860,2012-04-12 17:19
459,768,2012-04-12 17:21
667,114,2012-04-12 17:22
739,2095,2012-04-12 17:23
1047,4453,2012-04-12 17:24
207,4057,2012-04-12 17:25
674,3886,2012-04-12 17:26
89,2244,2012-04-12 17:26
886,576,2012-04-12 17:28
886,270,2012-04-12 17:29
298,3041,2012-04-12 17:29
478,3904,2012-04-12 17:32
700,2261,2012-04-12 17:33
36,2233,2012-04-12 17:34
584,3910,2012-04-12 17:34
538,1361,2012-04-12 17:34
584,3910,2012-04-12 17:35
202,1946,2012-04-12 17:35
911,917,2012-04-12 17:36
618,725,2012-04-12 17:37
6,2701,2012-04-12 17:37
6,2261,2012-04-12 17:38
657,4700,2012-04-12 17:38
875,3870,2012-04-12 17:39
232,1337,2012-04-12 17:39
92,4422,2012-04-12 17:39
214,1831,2012-04-12 17:40
852,2801,2012-04-12 17:41
674,1139,2012-04-12 17:42
1074,5121,2012-04-12 17:43
674,4404,2012-04-12 17:43
266,1236,2012-04-12 17:43
344,4754,2012-04-12 17:45
329,2837,2012-04-12 17:45
634,4031,2012-04-12 17:45
424,3174,2012-04-12 17:45
673,1309,2012-04-12 17:46
341,3910,2012-04-12 17:47
942,829,2012-04-12 17:48
942,829,2012-04-12 17:48
765,1050,2012-04-12 17:48
1078,2522,2012-04-12 17:49
704,1907,2012-04-12 17:49
199,2455,2012-04-12 17:50
910,1943,2012-04-12 17:50
161,4374,2012-04-12 17:51
244,3226,2012-04-12 17:51
365,4987,2012-04-12 17:52
1053,1857,2012-04-12 17:52
83,3053,2012-04-12 17:53
241,2452,2012-04-12 17:54
811,4719,2012-04-12 17:54
34,1217,2012-04-12 17:54
256,3515,2012-04-12 17:55
187,3334,2012-04-12 17:56
908,4525,2012-04-12 17:57
93,953,2012-04-12 17:57
93,4983,2012-04-12 17:57
700,3094,2012-04-12 17:57
675,2224,2012-04-12 17:58
365,4861,2012-04-12 17:59
782,4510,2012-04-12 18:02
288,808,2012-04-12 18:02
17,971,2012-04-12 18:02
338,1786,2012-04-12 18:03
74,729,2012-04-12 18:03
6,1352,2012-04-12 18:04
348,2135,2012-04-12 18:04
739,18,2012-04-12 18:04
6,1718,2012-04-12 18:04
831,991,2012-04-12 18:05
817,3828,2012-04-12 18:05
97,3207,2012-04-12 18:06
97,1502,2012-04-12 18:06
798,2455,2012-04-12 18:07
83,3094,2012-04-12 18:07
437,1049,2012-04-12 18:07
37,1545,2012-04-12 18:08
879,1903,2012-04-12 18:09
97,4673,2012-04-12 18:09
685,3523,2012-04-12 18:09
646,2970,2012-04-12 18:09
490,2816,2012-04-12 18:10
793,4968,2012-04-12 18:10
879,2851,2012-04-12 18:11
79,4824,2012-04-12 18:11
540,3509,2012-04-12 18:12
150,5064,2012-04-12 18:12
126,466,2012-04-12 18:12
445,20,2012-04-12 18:13
977,2525,2012-04-12 18:14
888,18,2012-04-12 18:14
47,56,2012-04-12 18:14
207,3196,2012-04-12 18:15
888,667,2012-04-12 18:15
386,440,2012-04-12 18:15
1034,3090,2012-04-12 18:16
407,3325,2012-04-12 18:18
1023,2385,2012-04-12 18:18
805,2250,2012-04-12 18:19
656,562,2012-04-12 18:19
210,1798,2012-04-12 18:20
859,1725,2012-04-12 18:21
303,2795,2012-04-12 18:21
988,3555,2012-04-12 18:21
869,114,2012-04-12 18:22
355,3335,2012-04-12 18:22
549,2765,2012-04-12 18:22
418,5002,2012-04-12 18:23
673,2792,2012-04-12 18:24
883,1367,2012-04-12 18:24
464,1676,2012-04-12 18:25
1006,1897,2012-04-12 18:25
811,3075,2012-04-12 18:25
811,675,2012-04-12 18:25
230,3195,2012-04-12 18:26
524,2234,2012-04-12 18:28
84,1032,2012-04-12 18:30
97,1932,2012-04-12 18:30
619,238,2012-04-12 18:30
654,1556,2012-04-12 18:31
910,959,2012-04-12 18:31
619,561,2012-04-12 18:31
281,4320,2012-04-12 18:33
705,3431,2012-04-12 18:34
852,643,2012-04-12 18:34
50,814,2012-04-12 18:34
852,3664,2012-04-12 18:35
230,3195,2012-04-12 18:35
266,1049,2012-04-12 18:35
552,3159,2012-04-12 18:36
884,56,2012-04-12 18:36
525,3067,2012-04-12 18:37
39,4849,2012-04-12 18:37
937,3314,2012-04-12 18:38
937,3207,2012-04-12 18:38
1014,2974,2012-04-12 18:39
473,2947,2012-04-12 18:40
97,1525,2012-04-12 18:44
607,3240,2012-04-12 18:45
884,658,2012-04-12 18:46
47,4702,2012-04-12 18:46
108,4197,2012-04-12 18:46
1041,5019,2012-04-12 18:47
851,3712,2012-04-12 18:47
896,3929,2012-04-12 18:47
120,429,2012-04-12 18:48
685,198,2012-04-12 18:48
947,3040,2012-04-12 18:48
619,2918,2012-04-12 18:49
34,1217,2012-04-12 18:49
1007,775,2012-04-12 18:49
752,1138,2012-04-12 18:50
370,3207,2012-04-12 18:51
328,1622,2012-04-12 18:51
935,1049,2012-04-12 18:52
1021,3905,2012-04-12 18:52
607,88,2012-04-12 18:55
361,4193,2012-04-12 18:55
236,2682,2012-04-12 18:55
300,3672,2012-04-12 18:56
445,2491,2012-04-12 18:57
939,2647,2012-04-12 18:58
208,1262,2012-04-12 18:59
515,2860,2012-04-12 18:59
1014,3592,2012-04-12 19:00
204,5098,2012-04-12 19:00
202,947,2012-04-12 19:01
698,3351,2012-04-12 19:01
83,2451,2012-04-12 19:02
586,102,2012-04-12 19:03
979,5116,2012-04-12 19:03
482,4553,2012-04-12 19:03
586,429,2012-04-12 19:03
805,3248,2012-04-12 19:03
482,4494,2012-04-12 19:03
674,1071,2012-04-12 19:04
806,2232,2012-04-12 19:04
954,3759,2012-04-12 19:04
687,5011,2012-04-12 19:04
654,2432,2012-04-12 19:04
674,3710,2012-04-12 19:05
177,3876,2012-04-12 19:07
507,4477,2012-04-12 19:09
805,4461,2012-04-12 19:10
637,1428,2012-04-12 19:11
886,3260,2012-04-12 19:11
895,2309,2012-04-12 19:13
805,1312,2012-04-12 19:16
75,755,2012-04-12 19:19
194,2672,2012-04-12 19:21
945,1089,2012-04-12 19:21
686,3717,2012-04-12 19:21
300,3672,2012-04-12 19:21
688,3890,2012-04-12 19:22
89,2591,2012-04-12 19:22
496,808,2012-04-12 19:22
1002,817,2012-04-12 19:22
537,2768,2012-04-12 19:24
406,4480,2012-04-12 19:25
940,217,2012-04-12 19:26
407,4249,2012-04-12 19:29
1042,4991,2012-04-12 19:30
577,2994,2012-04-12 19:30
150,1967,2012-04-12 19:31
591,3424,2012-04-12 19:31
591,1393,2012-04-12 19:31
940,795,2012-04-12 19:31
591,2072,2012-04-12 19:31
356,4798,2012-04-12 19:32
591,1295,2012-04-12 19:32
1048,1218,2012-04-12 19:32
864,3341,2012-04-12 19:33
1001,1066,2012-04-12 19:33
481,2890,2012-04-12 19:34
674,5102,2012-04-12 19:35
674,3249,2012-04-12 19:35
698,2221,2012-04-12 19:37
6,1830,2012-04-12 19:38
718,4410,2012-04-12 19:38
530,2013,2012-04-12 19:40
445,75,2012-04-12 19:40
914,4844,2012-04-12 19:41
851,45,2012-04-12 19:43
828,4455,2012-04-12 19:43
202,601,2012-04-12 19:44
192,2288,2012-04-12 19:44
978,401,2012-04-12 19:45
929,2940,2012-04-12 19:45
715,3825,2012-04-12 19:45
1014,1077,2012-04-12 19:45
722,3608,2012-04-12 19:47
466,1190,2012-04-12 19:47
339,925,2012-04-12 19:47
463,88,2012-04-12 19:51
226,18,2012-04-12 19:51
4,1446,2012-04-12 19:51
654,1140,2012-04-12 19:52
193,2261,2012-04-12 19:52
155,740,2012-04-12 19:52
164,791,2012-04-12 19:53
239,1321,2012-04-12 19:53
239,3059,2012-04-12 19:53
95,459,2012-04-12 19:54
3,4623,2012-04-12 19:54
808,2958,2012-04-12 19:57
83,1069,2012-04-12 19:57
193,3422,2012-04-12 19:58
432,1887,2012-04-12 19:58
722,1794,2012-04-12 19:59
463,4058,2012-04-12 19:59
153,1229,2012-04-12 20:00
424,2538,2012-04-12 20:01
407,2708,2012-04-12 20:02
430,4049,2012-04-12 20:02
895,1276,2012-04-12 20:02
150,2694,2012-04-12 20:04
279,4758,2012-04-12 20:05
6,2251,2012-04-12 20:06
17,3293,2012-04-12 20:06
374,3768,2012-04-12 20:07
582,995,2012-04-12 20:08
902,3165,2012-04-12 20:09
852,1892,2012-04-12 20:09
910,2813,2012-04-12 20:09
828,1344,2012-04-12 20:09
722,2701,2012-04-12 20:10
617,43,2012-04-12 20:10
2,1281,2012-04-12 20:11
1071,4194,2012-04-12 20:11
1070,4049,2012-04-12 20:12
515,705,2012-04-12 20:12
599,418,2012-04-12 20:14
156,1613,2012-04-12 20:16
792,1208,2012-04-12 20:16
296,4503,2012-04-12 20:16
324,2490,2012-04-12 20:16
25,2679,2012-04-12 20:17
805,32,2012-04-12 20:17
792,1824,2012-04-12 20:17
482,18,2012-04-12 20:20
634,3430,2012-04-12 20:21
792,181,2012-04-12 20:22
241,1449,2012-04-12 20:23
1002,2711,2012-04-12 20:23
515,1882,2012-04-12 20:25
364,2886,2012-04-12 20:25
722,3207,2012-04-12 20:25
598,4220,2012-04-12 20:26
223,3696,2012-04-12 20:26
374,3440,2012-04-12 20:27
275,3530,2012-04-12 20:28
374,1167,2012-04-12 20:29
680,802,2012-04-12 20:29
141,116,2012-04-12 20:30
76,3485,2012-04-12 20:32
698,5022,2012-04-12 20:36
874,1044,2012-04-12 20:38
150,4605,2012-04-12 20:38
789,204,2012-04-12 20:39
789,3134,2012-04-12 20:39
431,3201,2012-04-12 20:39
158,4005,2012-04-12 20:41
1029,4947,2012-04-12 20:42
83,5024,2012-04-12 20:44
515,4510,2012-04-12 20:44
586,264,2012-04-12 20:46
598,3479,2012-04-12 20:50
778,4406,2012-04-12 20:50
324,4970,2012-04-12 20:51
206,755,2012-04-12 20:52
132,1315,2012-04-12 20:53
591,751,2012-04-12 20:53
722,2005,2012-04-12 20:53
442,132,2012-04-12 20:53
591,751,2012-04-12 20:53
230,2492,2012-04-12 20:53
591,944,2012-04-12 20:54
1056,2637,2012-04-12 20:56
722,3326,2012-04-12 20:56
388,583,2012-04-12 20:56
584,706,2012-04-12 20:56
240,2799,2012-04-12 20:58
424,1941,2012-04-12 21:00
226,1742,2012-04-12 21:02
767,1087,2012-04-12 21:03
641,299,2012-04-12 21:04
52,4884,2012-04-12 21:05
1009,2480,2012-04-12 21:09
617,1850,2012-04-12 21:11
392,20,2012-04-12 21:11
281,649,2012-04-12 21:13
341,2421,2012-04-12 21:13
744,1008,2012-04-12 21:17
364,4632,2012-04-12 21:18
1014,586,2012-04-12 21:19
515,1500,2012-04-12 21:19
114,4117,2012-04-12 21:23
897,1309,2012-04-12 21:23
693,4097,2012-04-12 21:25
234,5003,2012-04-12 21:27
470,3957,2012-04-12 21:27
693,3933,2012-04-12 21:27
752,873,2012-04-12 21:31
639,198,2012-04-12 21:32
634,1531,2012-04-12 21:34
135,2563,2012-04-12 21:34
150,3970,2012-04-12 21:35
831,3475,2012-04-12 21:37
74,3207,2012-04-12 21:38
739,1378,2012-04-12 21:40
990,1157,2012-04-12 21:41
482,3197,2012-04-12 21:43
78,2531,2012-04-12 21:43
1046,1835,2012-04-12 21:43
479,4302,2012-04-12 21:44
364,3408,2012-04-12 21:45
339,3771,2012-04-12 21:45
575,596,2012-04-12 21:45
630,725,2012-04-12 21:46
37,2261,2012-04-12 21:46
230,3195,2012-04-12 21:46
171,4105,2012-04-12 21:50
704,538,2012-04-12 21:50
865,3670,2012-04-12 21:52
895,2614,2012-04-12 21:54
323,3430,2012-04-12 21:58
181,4541,2012-04-12 21:58
239,3427,2012-04-12 22:00
914,2033,2012-04-12 22:03
374,3171,2012-04-12 22:03
296,4555,2012-04-12 22:04
845,2020,2012-04-12 22:07
296,3082,2012-04-12 22:08
38,725,2012-04-12 22:08
1023,2026,2012-04-12 22:09
702,3468,2012-04-12 22:10
424,4372,2012-04-12 22:10
714,4352,2012-04-12 22:10
598,720,2012-04-12 22:14
146,4995,2012-04-12 22:14
1007,4147,2012-04-12 22:15
1005,4723,2012-04-12 22:18
202,1816,2012-04-12 22:22
662,3208,2012-04-12 22:25
216,725,2012-04-12 22:26
704,3706,2012-04-12 22:26
606,236,2012-04-12 22:27
591,3476,2012-04-12 22:27
374,1167,2012-04-12 22:30
433,581,2012-04-12 22:30
116,368,2012-04-12 22:32
1030,5089,2012-04-12 22:35
786,3366,2012-04-12 22:35
792,1824,2012-04-12 22:37
37,233,2012-04-12 22:37
899,3700,2012-04-12 22:37
1027,4913,2012-04-12 22:38
792,1824,2012-04-12 22:38
1027,4775,2012-04-12 22:39
288,429,2012-04-12 22:40
693,2494,2012-04-12 22:40
876,339,2012-04-12 22:42
230,1494,2012-04-12 22:42
892,2434,2012-04-12 22:43
1030,3942,2012-04-12 22:44
424,2878,2012-04-12 22:45
982,161,2012-04-12 22:46
939,3256,2012-04-12 22:47
722,1935,2012-04-12 22:48
195,4472,2012-04-12 22:48
939,3256,2012-04-12 22:48
195,566,2012-04-12 22:49
413,2457,2012-04-12 22:50
166,230,2012-04-12 22:52
1005,4409,2012-04-12 22:54
657,4286,2012-04-12 22:55
460,5131,2012-04-12 22:55
460,2231,2012-04-12 22:55
919,762,2012-04-12 22:56
628,243,2012-04-12 22:58
992,3204,2012-04-12 22:58
267,4346,2012-04-12 23:00
483,1073,2012-04-12 23:01
483,2875,2012-04-12 23:01
266,2570,2012-04-12 23:02
710,4665,2012-04-12 23:03
58,4447,2012-04-12 23:04
150,1172,2012-04-12 23:06
426,4434,2012-04-12 23:07
341,4087,2012-04-12 23:11
382,565,2012-04-12 23:11
852,2067,2012-04-12 23:12
627,948,2012-04-12 23:12
116,3888,2012-04-12 23:13
1032,4611,2012-04-12 23:14
1032,4491,2012-04-12 23:14
343,1597,2012-04-12 23:15
1013,3269,2012-04-12 23:15
322,105,2012-04-12 23:16
924,1713,2012-04-12 23:22
266,2317,2012-04-12 23:24
424,3543,2012-04-12 23:26
201,1464,2012-04-12 23:27
693,2494,2012-04-12 23:30
552,150,2012-04-12 23:31
433,255,2012-04-12 23:34
411,4620,2012-04-12 23:34
63,1067,2012-04-12 23:42
831,991,2012-04-12 23:43
263,381,2012-04-12 23:49
889,758,2012-04-12 23:49
263,117,2012-04-12 23:49
150,2974,2012-04-12 23:50
273,3079,2012-04-12 23:51
552,426,2012-04-12 23:52
373,2713,2012-04-12 23:57
257,1414,2012-04-12 23:58
608,2440,2012-04-12 23:58
871,4543,2012-04-12 23:58
463,5090,2012-04-13 00:01
145,22,2012-04-13 00:08
1002,22,2012-04-13 00:10
463,3026,2012-04-13 00:11
1082,3430,2012-04-13 00:13
459,2262,2012-04-13 00:14
295,3430,2012-04-13 00:14
870,1063,2012-04-13 00:15
429,4049,2012-04-13 00:15
708,4049,2012-04-13 00:17
58,22,2012-04-13 00:22
196,4273,2012-04-13 00:22
295,2831,2012-04-13 00:23
196,3255,2012-04-13 00:24
812,4210,2012-04-13 00:24
230,3912,2012-04-13 00:25
295,4655,2012-04-13 00:25
196,2797,2012-04-13 00:25
243,3264,2012-04-13 00:28
319,3284,2012-04-13 00:30
654,3572,2012-04-13 00:31
351,3414,2012-04-13 00:34
687,3395,2012-04-13 00:36
687,3395,2012-04-13 00:36
230,1125,2012-04-13 00:36
860,554,2012-04-13 00:38
463,4476,2012-04-13 00:42
223,2749,2012-04-13 00:43
197,2671,2012-04-13 00:45
295,3902,2012-04-13 00:47
295,3902,2012-04-13 00:48
295,880,2012-04-13 00:48
295,414,2012-04-13 00:49
295,4664,2012-04-13 00:49
261,3430,2012-04-13 00:51
982,4854,2012-04-13 00:52
39,4207,2012-04-13 01:01
9,3304,2012-04-13 01:06
701,451,2012-04-13 01:07
608,276,2012-04-13 01:09
313,127,2012-04-13 01:09
313,3223,2012-04-13 01:10
637,3197,2012-04-13 01:13
146,1077,2012-04-13 01:17
243,2204,2012-04-13 01:18
243,1162,2012-04-13 01:18
313,3506,2012-04-13 01:22
313,1947,2012-04-13 01:23
313,4470,2012-04-13 01:23
195,2626,2012-04-13 01:25
5,2974,2012-04-13 01:27
407,2091,2012-04-13 01:29
68,1355,2012-04-13 01:30
68,1078,2012-04-13 01:30
50,2424,2012-04-13 01:30
378,710,2012-04-13 01:34
313,1137,2012-04-13 01:35
378,4820,2012-04-13 01:35
313,3504,2012-04-13 01:35
378,1968,2012-04-13 01:35
313,770,2012-04-13 01:37
243,3579,2012-04-13 01:37
25,3407,2012-04-13 01:37
313,2383,2012-04-13 01:42
313,542,2012-04-13 01:43
313,2683,2012-04-13 01:43
230,506,2012-04-13 01:44
63,4610,2012-04-13 01:58
854,2429,2012-04-13 02:03
374,1653,2012-04-13 02:04
374,3440,2012-04-13 02:05
249,659,2012-04-13 02:06
249,659,2012-04-13 02:06
818,3350,2012-04-13 02:19
748,3062,2012-04-13 02:20
429,2833,2012-04-13 02:30
374,3135,2012-04-13 02:33
39,3280,2012-04-13 02:36
818,2667,2012-04-13 02:37
989,3108,2012-04-13 02:40
39,4244,2012-04-13 02:48
982,2632,2012-04-13 02:48
1024,2326,2012-04-13 02:57
39,4037,2012-04-13 02:58
230,1840,2012-04-13 03:04
120,4125,2012-04-13 03:07
39,772,2012-04-13 03:09
39,1952,2012-04-13 03:13
381,2512,2012-04-13 03:25
63,2707,2012-04-13 03:27
687,4277,2012-04-13 03:31
687,2397,2012-04-13 03:32
687,3773,2012-04-13 03:32
687,1243,2012-04-13 03:33
530,4714,2012-04-13 03:42
774,3609,2012-04-13 03:42
386,1206,2012-04-13 03:43
32,2028,2012-04-13 03:45
871,268,2012-04-13 03:47
687,113,2012-04-13 03:59
687,2588,2012-04-13 03:59
288,1596,2012-04-13 04:22
288,17,2012-04-13 04:22
492,1871,2012-04-13 04:24
521,3763,2012-04-13 04:26
903,3874,2012-04-13 04:34
983,1850,2012-04-13 04:37
386,413,2012-04-13 04:43
579,3549,2012-04-13 04:56
1059,1776,2012-04-13 05:03
1059,2504,2012-04-13 05:03
903,2744,2012-04-13 05:10
842,4217,2012-04-13 05:13
842,4432,2012-04-13 05:14
492,1450,2012-04-13 05:17
1056,2637,2012-04-13 05:19
1056,2814,2012-04-13 05:19
150,3970,2012-04-13 05:19
718,4410,2012-04-13 05:22
698,3351,2012-04-13 05:28
805,1239,2012-04-13 05:30
325,1152,2012-04-13 05:36
521,779,2012-04-13 05:43
217,3189,2012-04-13 05:43
521,1441,2012-04-13 05:43
521,779,2012-04-13 05:44
1018,3802,2012-04-13 05:47
304,3496,2012-04-13 05:54
366,2392,2012-04-13 05:55
903,4427,2012-04-13 05:55
660,3667,2012-04-13 05:57
895,2614,2012-04-13 06:04
325,122,2012-04-13 06:11
214,4325,2012-04-13 06:20
440,2206,2012-04-13 06:21
975,2065,2012-04-13 06:26
273,337,2012-04-13 06:26
326,2776,2012-04-13 06:29
326,1867,2012-04-13 06:32
214,1313,2012-04-13 06:32
45,2556,2012-04-13 06:33
895,3894,2012-04-13 06:35
805,1312,2012-04-13 06:37
565,4645,2012-04-13 06:40
273,1021,2012-04-13 06:40
304,2609,2012-04-13 06:41
799,1628,2012-04-13 06:41
565,1309,2012-04-13 06:42
805,1364,2012-04-13 06:43
303,3680,2012-04-13 06:45
445,75,2012-04-13 06:47
1018,1226,2012-04-13 06:48
805,3248,2012-04-13 06:51
782,1803,2012-04-13 06:52
510,4650,2012-04-13 06:53
510,2387,2012-04-13 06:53
888,2987,2012-04-13 06:53
273,693,2012-04-13 06:55
1023,4387,2012-04-13 06:56
536,4171,2012-04-13 06:58
1014,2453,2012-04-13 06:59
221,3125,2012-04-13 06:59
465,1160,2012-04-13 06:59
676,4734,2012-04-13 06:59
1039,2649,2012-04-13 07:01
431,3590,2012-04-13 07:01
249,659,2012-04-13 07:02
280,5081,2012-04-13 07:02
208,2710,2012-04-13 07:04
1014,2823,2012-04-13 07:05
355,3750,2012-04-13 07:05
163,775,2012-04-13 07:12
1025,2049,2012-04-13 07:14
538,120,2012-04-13 07:14
142,18,2012-04-13 07:15
883,1367,2012-04-13 07:15
1005,3631,2012-04-13 07:17
232,4276,2012-04-13 07:20
1005,2757,2012-04-13 07:21
2,1383,2012-04-13 07:21
2,1541,2012-04-13 07:21
2,1706,2012-04-13 07:22
1020,3571,2012-04-13 07:22
654,3492,2012-04-13 07:23
750,1335,2012-04-13 07:23
229,311,2012-04-13 07:27
365,4861,2012-04-13 07:28
375,686,2012-04-13 07:31
805,4836,2012-04-13 07:32
591,2921,2012-04-13 07:32
591,1844,2012-04-13 07:32
591,2328,2012-04-13 07:33
591,3525,2012-04-13 07:33
805,1183,2012-04-13 07:33
681,4826,2012-04-13 07:33
681,5070,2012-04-13 07:34
437,2478,2012-04-13 07:35
320,4058,2012-04-13 07:37
995,1180,2012-04-13 07:38
179,2322,2012-04-13 07:38
469,1640,2012-04-13 07:41
1037,3180,2012-04-13 07:42
694,2570,2012-04-13 07:42
105,1958,2012-04-13 07:43
593,4817,2012-04-13 07:43
1037,1147,2012-04-13 07:43
105,4975,2012-04-13 07:44
914,4084,2012-04-13 07:45
754,1745,2012-04-13 07:45
279,4201,2012-04-13 07:45
1058,3234,2012-04-13 07:47
843,1349,2012-04-13 07:47
1050,1863,2012-04-13 07:47
119,2964,2012-04-13 07:49
1016,335,2012-04-13 07:50
358,4267,2012-04-13 07:51
593,1046,2012-04-13 07:51
320,793,2012-04-13 07:51
